英単語,発音,品詞,日本語訳,細かい発音,単元
seventy,[セヴンティー],名,７０※2つ目のeは発音しない,[se（セ）][ve（ヴ）][n（ン）][ty（ティー）],DAY81
second,[セカンドゥ],名,２番目/2日,[se（セカ）][co（カ）][n（ン）][d（ドゥ）],DAY81
seventh,[セヴンス],名,７番目/７日※2つ目のeは発音しない,[se（セ）][ve（ヴ）][n（ン）][th（ス）],DAY81
eleventh,[イレヴンス],名,１１番目/11日※３つ目のeは発音しない,[e（イ）][le（レ）][ve（ヴ）][n（ン）] [th（ス）],DAY82
twelfth,[トゥウェルフス],名,１２番目/12日,[t（トゥ）][we（ウェ）][l（ル）][f（フ）][th（ス）],DAY82
seventeenth,[セヴンティーンス],名,１７番目/17日※2つ目のeは発音しない,[se（セ）][ve（ヴ）][n（ン）][tee（ティー）][n（ン）][th（ス）],DAY82
twentieth,[トゥウェンティエス],名,２０番目/２０日,[t（トゥ）][we（ウェ）][n（ン）][ti（ティ）][e（エ）][th（ス）],DAY82
half,[ハーフ],名,半分,[hal（ハー）][f（フ）],DAY82
half,[ハーフ],形,半分の,[hal（ハー）][f（フ）],DAY82
January,[ジャニュアリー],名,1月,[Ja（ジャ）][nu（ニュ）][a（ア）][ry（リー）],DAY82
February,[フェブラリー],名,2月,[Fe（フェ）][b（ブ）][rua（ラ）][ry（リー）],DAY82
July,[ジュライ],名,7月,[Ju（ジュ）][ly（ライ）],DAY82
August,[オーガストゥ],名,8月,[Au（オー）][gu（ガ）][s（ス）][t（トゥ）],DAY82
Tuesday,[トゥーズデイ],名,火曜日※eは発音しない,[Tue（トゥー）][s（ズ）][day（デイ）],DAY82
Wednesday,[ウェンズデイ],名,水曜日※dとeは発音しない,[We（ウェ）][dne（ン）][s（ズ）][day（デイ）],DAY83
banana,[バナナ],名,バナナ,[ba（バ）][na（ナ）][na（ナ）],DAY83
potato,[ポテイトウ],名,じゃがいも,[po（ポ）][ta（テイ）][to（トウ）]  ※ [a(エイ)]  [o（オウ）],DAY83
tomato,[トメイトウ],名,トマト,[to（ト）][ma（メイ）][to（トウ）]  ※ [a(エイ)]   [o（オウ）],DAY83
pizza,[ピッザ],名,ピザ,[pi（ピ）][zza（ザ）]  ※ [z(ズ)]  [a(ア)],DAY83
vegetable,[ヴェジタブル],名,野菜※最後のeは発音しない,[ve（ヴェ）][ge（ジ）][ta（タ）][b（ブ）][le（ル）],DAY83
English,[イングリッシュ],名,英語,[En（イン）][g（グ）][li（リ）][sh（シ）],DAY83
English,[イングリッシュ],形,英語の/イギリスの,[En（イン）][g（グ）][li（リ）][sh（シ）],DAY83
Japanese,[ジャパニーズ],名,日本語/日本人,[Ja（ジャ）][pa（パ）][ne（ニー）][se（ズ）]  ※ 最後のeは発音しない,DAY83
Japanese,[ジャパニーズ],形,日本の/日本人の,[Ja（ジャ）][pa（パ）][ne（ニー）][se（ズ）]  ※ 最後のeは発音しない,DAY83
music,[ミュージック],名,音楽,[mu（ミュー）][si（ジ）][c（ク）]  ※ [m(ム)]  [u(ユー)],DAY83
science,[サイエンス],名,科学/理科※最後のeは発音しない,[sci（サイ）][en（エン）][ce（ス）]  ※ [sc(ス)]  [i(アイ)],DAY83
subject,[サブジェクトゥ],名,教科/科目,[su（サ）][b（ブ）][je（ジェ）][c（ク）][t（トゥ）],DAY84
classmate,[クラスメイトゥ],名,クラスメート/同級生※最後のeは発音しない,[c（ク）][la（ラ）][ss（ス）][ma（メイ）][te（トゥ）],DAY84
classroom,[クラスルーム],名,教室,[c（ク）][la（ラ）][ss（ス）][r（ル）][oo（ウー）][m（ム）],DAY84
homework,[ホウムワーク],名,宿題※eは発音しない,[ho（ホウ）][me（ム）][wor（ワー）][k（ク）],DAY84
dictionary,[ディクショナリー],名,辞書,[di（ディ）][c（ク）][tio（ショ）][na（ナ）][ry（リー）],DAY84
notebook,[ノウトゥブック],名,ノート※eは発音しない,[no（ノウ）][te（トゥ）][b（ブ）][oo（ウッ）][k（ク）],DAY84
pencil,[ペンスィル],名,えんぴつ,[pe（ペ）][n（ン）][ci（スィ）][l（ル）]  ※ [c(ス)]  [i(イ)],DAY84
textbook,[テクストゥブック],名,教科書,[te（テ）][x（クス）][t（トゥ）][b（ブ）][oo（ウッ）][k（ク）],DAY84
book,[ブック],名,本,[b（ブ）][oo（ウッ）][k（ク）],DAY84
TV,[ティーヴィー],名,テレビ,[T（ティー）][V（ヴィー）],DAY84
picture,[ピクチャー],名,絵/写真,[pi（ピ）][c（ク）][tu（チュ）][re（アー）],DAY85
memory,[メモリー],名,思い出/記憶,[me（メ）][mo（モ）][ry（リー）]  ※ [r(ル)]  [y(イー)],DAY85
umbrella,[アンブレラ],名,かさ,[u（ア）][m（ン）][b（ブ）][re（レ）][lla（ラ）],DAY85
clothes,[クロウズ],名,衣服※発音は「クロスイズ」ではないので注意,[c（ク）][lo（ロウ）][thes（ズ）],DAY85
piano,[ピアノ],名,ピアノ,[pi（ピ）][a（ア）][no（ノ）],DAY85
breakfast,[ブレックファスト],名,朝食,[b（ブ）][rea（レ）][k（ク）][fa（ファ）][s（ス）][t（トゥ）],DAY85
hospital,[ホスピタル],名,病院,[ho（ホ）][s（ス）][pi（ピ）][ta（タ）][l（ル）],DAY85
library,[ライブラリー],名,図書館,[li（ライ）][b（ブ）][ra（ラ）][ry（リー）],DAY85
museum,[ミュージアム],名,博物館/美術館,[mu（ミュー）][se（ジ）][u（ア）][m（ム）],DAY85
restaurant,[レストラントゥ],名,レストラン,[re（レ）][s（ス）][tau（ト）][ra（ラ）][n（ン）][t（トゥ）],DAY85
supermarket,[スーパーマーケット],名,スーパーマーケット,[su（スー）][per（パー）][mar（マー）][ke（ケ）][t（トゥ）],DAY86
bookstore,[ブックストア],名,本屋,[b（ブ）][oo（ウッ）][k（ク）][s（ス）][tore（トア）],DAY86
stadium,[ステイディアム],名,競技場/スタジアム,[s（ス）][ta（テイ）][di（ディ）][u（ア）][m（ム）],DAY86
temple,[テンプル],名,寺※最後のeは発音しない,[te（テ）][m（ン）][p（プ）][le（ル）],DAY86
city,[スィティ],名,市/都市,[ci（スィ）][ty（ティ）]  ※ [c(ス)]  [i(イ)],DAY86
station,[ステイション],名,駅,[s（ス）][ta（テイ）][tio（ショ）][n（ン）],DAY86
school,[スクール],名,学校,[s（ス）][ch（ク）][oo（ウー）][l（ル）],DAY86
taxi,[タクスィー],名,タクシー,[ta（タ）][x（クス）][i（イ）],DAY86
dentist,[デンティストゥ],名,歯医者/歯科医,[de（デン）][n（デン）][ti（ティ）][s（ス）][t（トゥ）],DAY86
musician,[ミュージシャン],名,音楽家,[mu（ミュー）][si（ジ）][ci（シ）][a（ア）][n（ン）],DAY86
pilot,[パイロットゥ],名,パイロット,[pi（パイ）][lo（ロ）][t（トゥ）],DAY87
scientist,[サイエンティストゥ],名,科学者,[sci（サイ）][en（エン）][ti（ティ）][s（ス）][t（トゥ）],DAY87
basketball,[バスケットゥボール],名,バスケットボール,[ba（バ）][s（ス）][ke（ケ）][t（トゥ）][bal（ボー）][l（ル）],DAY87
volleyball,[ヴァリーボール],名,バレーボール,[vo（ヴァ）][lley（リー）][bal（ボー）][l（ル）],DAY87
Japan,[ジャパン],名,日本,[Ja（ジャ）][pa（パ）][n（ン）],DAY87
Canada,[キャナダ],名,カナダ,[Ca（キャ）][na（ナ）][da（ダ）],DAY87
animal,[アニマル],名,,[a（ア）][ni（ニ）][ma（マ）][l（ル）],DAY87
animal,[アニマル],動,物,[a（ア）][ni（ニ）][ma（マ）][l（ル）],DAY87
lion,[ライオン],名,ライオン,[li（ライ）][o（オ）][n（ン）],DAY87
monkey,[マンキー],名,サル,[mo（マ）][n（ン）][key（キー）],DAY87
island,[アイランドゥ],名,島※sは発音しない,[is（アイ）][la（ラ）][n（ン）][d（ドゥ）] ,DAY87
sky,[スカイ],名,空,[s（ス）][ky（カイ）]  ※ [k(ク)]  [y(アイ)],DAY88
moon,[ムーン],名,月,[m（ム）][oo（ウー）][n（ン）],DAY88
nature,[ネイチャー],名,自然,[na（ネイ）][tu（チュ）][re（アー）]  ※ [n(ヌ)]  [a(エイ)],DAY88
event,[イヴェントゥ],名,行事/出来事,[e（イ）][ve（ヴェ）][n（ン）][t（トゥ）],DAY88
festival,[フェスティヴァル],名,祭り,[fe（フェ）][s（ス）][ti（ティ）][va（ヴァ）][l（ル）],DAY88
vacation,[ヴァケイション],名,休暇(か),[va（ヴァ）][ca（ケイ）][tio（ショ）][n（ン）],DAY88
computer,[コンピューター],名,コンピュータ,[co（コ）][m（ン）][pu（ピュー）][ter（ター）],DAY88
woman,[ウーマン],名,女性/女の人,[wo（ウー）][ma（マ）][n（ン）],DAY88
friend,[フレンドゥ],名,友達,[f（フ）][rien（レン）][d（ドゥ）],DAY88
family,[ファミリー],名,家族,[fa（ファ）][mi（ミ）][ly（リー）],DAY88
eye,[アイ],名,目※最後のeは発音しない,[e（ア）][ye（イ）],DAY89
body,[バディ],名,体,[bo（バ）][dy（ディ）]  ※ [b(ブ)]  [o(ア)],DAY89
minute,[ミニットゥ],名,分/少しの間※最後のeは発音しない,[mi（ミ）][nu（ニ）][te（トゥ）],DAY89
noon,[ヌーン],名,正午,[n（ヌ）][oo（ウー）][n（ン）],DAY89
future,[フューチャー],名,将来/未来,[fu（フュー）][tu（チュ）][re（アー）],DAY89
usually,[ユージュアリー],副,ふつうは/たいてい,[u（ユー）][su（ジュ）][a（ア）][lly（リー）]  ※ [l(ル)]  [y(イー)],DAY89
often,[オーフン],副,しばしば/よく,[o（オー）][ften（フン）]  ※ 「オフトゥン」と発音するネイティブもいます,DAY89
sometimes,[サムタイムズ],副,ときどき※２つのeは発音しない,[so（サ）][me（ム）][ti（タイ）][me（ム）][s（ズ）],DAY89
very,[ヴェリー],副,とても,[ve（ヴェ）][ry（リー）],DAY89
by,[バイ],前,～のそばに/～によって/～まで,[b（ブ）][y（アイ）],DAY89
my,[マイ],形,私の,[m（ム）][y（アイ）],DAY90
curry and rice,[カリー アンドゥ ライス],名,カレーライス※最後のeは発音しない,[cu（カリー）][rry（リー）]   [ri（ライ）][ce（ス）],DAY90
salad,[サラドゥ],名,サラダ,[sa（サ）][la（ラ）][d（ドゥ）],DAY90
spaghetti,[スパゲティ],名,スパゲッティ※hは発音しない,[s（ス）][pa（パ）][ghe（ゲ）][tti（ティ）],DAY90
chocolate,[チョコレイトゥ],名,チョコレート※最後のeは発音しない,[cho（チョ）][co（コ）][la（レイ）][te（トゥ）],DAY90
P.E.,[ピーイー],名,体育,[P（ピー）][E（イー）],DAY90
social studies,[ソウシャル スタディーズ],名,社会科,[so（ソウ）][ci（シ）][a（ア）][l（ル）]  [s（ス）][tu（タ）][die（ディー）][s（ズ）],DAY90
entrance,[エントゥランス],名,入り口※最後のeは発音しない,[e（エ）][n（ン）][t（トゥ）][ra(ラ)][n（ン）][ce（ス）],DAY90
gym,[ジム],名,体育館,[gy（ジ）][m（ム）],DAY90
restroom,[レストゥルーム],名,トイレ,[re（レ）][s（ス）][t（トゥ）][r（ル）][oo（ウー）][m（ム）],DAY90
you,[ユー],代,あなたは/あなたを/あなたに,[you（ユー）],DAY91
glove,[グラヴ],名,手袋/グローブ※最後のeは発音しない,[g（グ）][lo（ラ）][ve（ヴ）],DAY91
violin,[ヴァイオリン],名,バイオリン,[vi（ヴァイ）][o（オ）][li（リ）][n（ン）]  ※ [v(ヴ)]  [i(アイ)],DAY91
castle,[キャッスル],名,城※tとeは発音しない,[ca（キャ）][st（ス）][le（ル）],DAY91
department store,[デパートゥメントゥ ストア],名,デパート,[de（デ）][par（パー）][t（トゥ）][me（メ）][n（ン）][t（トゥ）],DAY91
Brazil,[ブラジル],名,ブラジル,[B（ブ）][ra（ラ）][zi（ジ）][l（ル）],DAY91
China,[チャイナ],名,中国,[Chi（チャイ）][na（ナ）]    ※ [ch(チ)]  [i(アイ)],DAY91
France,[フランス],名,フランス※最後のeは発音しない,[F（フ）][ra（フラ）][n（ン）][ce（ス）],DAY91
India,[インディア],名,インド,[I（イ）][n（ン）][di（ディ）][a（ア）],DAY91
Italy,[イタリー],名,イタリア,[I（イ）][ta（タ）][ly（リー）],DAY91
Korea,[コリア],名,韓国,[Ko（コ）][re（リ）][a（ア）]  ※ [r(ル)]  [e(イ)],DAY92
Russia,[ラッシャ],名,ロシア,[Ru（ラ）][ssi（シ）][a（ア）]  ※ [r(ル)]  [u(ア)],DAY92
baby,[ベイビー],名,赤ちゃん,[ba（ベイ）][by（ビー）]  ※ [b(ブ)]  [y(イー)],DAY92
of,[オヴ],前,～の※fがvの発音になっている,[o（オ）][f（ヴ）] ,DAY92
people,[ピープル],名,人々※最後のeは発音しない,[peo（ピー）][p（プ）][le（ル）],DAY92
student,[ステューデントゥ],名,生徒/学生,[s（ス）][tu（テュ）][de（デ）][n（ン）][t（トゥ）],DAY92
some,[サム],形,いくつかの/いくらかの※最後のeは発音しない,[so（サ）][me（ム）],DAY92
also,[オールソウ],副,～もまた,[al（オール）][so（ソウ）],DAY92
Ms.,[ミズ],名,（女性につける敬称）～さん/～先生,[Ms.（ミズ）],DAY92
contest,[コンテストゥ],名,コンテスト,[co（コ）][n（ン）][te（テ）][s（ス）][t（トゥ）],DAY92
could,[クッドゥ],助,～できた,[c(ク)][oul（ウ）][d（ドゥ）],DAY93
Mr.,[ミスター],名,（男性につける敬称）～さん/～先生,[Mr.（ミスター）],DAY93
room,[ルーム],名,部屋,[r（ル）][oo（ウー）][m（ム）],DAY93
culture,[カルチャー],名,文化,[cu（カ）][l（ル）][tu（チュ）][re（アー）],DAY93
everyone,[エヴリワン],代,みんな/みなさん（＝everybody）※eは発音しない,[e（エ）][ve（ヴ）][ry（リー）][one（ワン）],DAY93
every,[エヴリー],形,毎～/どの～※2つ目のeは発音しない,[e（エ）][ve（ヴ）][ry（リー）]  ※ [r(ル)]  [y(イー)],DAY93
idea,[アイディア],名,考え/意見,[i（アイ）][de（ディ）][a（ア）],DAY93
question,[クエスチョン],名,質問/問題/疑問,[qu（ク）][e（エ）][s（ス）][tio（チョ）][n（ン）],DAY93
example,[イグザンプル],名,例※最後のeは発音しない,[e（イ）][x（グズ）][a（ア）][m（ン）][p（プ）][le（ル）],DAY93
foot,[フットゥ],名,足,[f（フ）][oo（ウッ）][t(トゥ）],DAY93
history,[ヒスタリー],名,歴史,[hi（ヒ）][s（ス）][to（タ）][ry（リー）]  ※ [r(ル)]  [y(イー)],DAY94
would,[ウッドゥ],助,（willの過去,[woul（ウ）][d（ドゥ）],DAY94
would,[ウッドゥ],形,）～だろう,[woul（ウ）][d（ドゥ）],DAY94
nation,[ネイション],名,国/国家,[na（ネイ）][tio（ショ）][n（ン）],DAY94
respect,[リスペクトゥ],動,尊敬する,[re（リス）][s（ス）][pe（ペ）][c（ク）][t（トゥ）],DAY94
respect,[リスペクトゥ],名,尊敬,[re（リス）][s（ス）][pe（ペ）][c（ク）][t（トゥ）],DAY94
finally,[ファイナリー],副,ついに/やっと,[fi（ファ）][na（ナ）][lly（リー）]  ※ [f(フ)]  [i(アイ)],DAY94
volunteer,[ヴォランティアー],名,ボランティア,[vo（ヴォ）][lu（ラ）][n（ン）][te（ティ）][er（アー）],DAY94
activity,[アクティヴィティ],名,活,[a（ア）][c（ク）][ti（ティ）][vi（ヴィ）][ty（ティ）],DAY94
activity,[アクティヴィティ],動,,[a（ア）][c（ク）][ti（ティ）][vi（ヴィ）][ty（ティ）],DAY94
almost,[オールモウストゥ],副,ほとんど,[al（オール）][mo（モウ）][s（ス）][t（トゥ）],DAY94
present,[プレゼントゥ],名,贈り物/プレゼント,[p（プ）][re（プレ）][se（ゼ）][n（ン）][t（トゥ）],DAY94
problem,[プロブレム],名,問題,[p（プ）][ro（ロ）][b（ブ）][le（レ）][m（ム）],DAY94
language,[ラングウィッジ],名,言語,[la（ラ）][n（ン）][g（グ）][ua（ウィ）][ge（ジ）],DAY95
machine,[マシーン],名,機械※最後のeは発音しない,[ma（マ）][chi（シ）][ne（ン）],DAY95
lesson,[レッスン],名,授業/レッスン/教訓※oは発音しない,[le（レ）][ss（ス）][on（ン）],DAY95
Internet,[インターネットゥ],名,インターネット,[In（イ）][ter（ター）][ne（ネ）][t（トゥ）],DAY95
once,[ワンス],副,1回/かつて※最後のeは発音しない,[on（ワン）][ce（ス）],DAY95
most,[モウストゥ],形,ほとんどの,[mo（モウ）][s（ス）][t（トゥ）]  ※ [m(ム)]  [o(オウ)],DAY95
most,[モウストゥ],副,（最上級で）最も,[mo（モウ）][s（ス）][t（トゥ）]  ※ [m(ム)]  [o(オウ)],DAY95
among,[アマング],前,～の間で/～の間に,[a（ア）][mo（マ）][n（ン）][g（グ）]  ※ [m(ム)]  [o(ア)],DAY95
company,[カンパニー],名,会社/仲間,[co（カ）][m（ン）][pa（パ）][ny（ニー）]  ※ [n(ヌ)]  [y(イー)],DAY95
accident,[アクスィデントゥ],名,事故,[a（ア）][c（ク）][ci（スィ）][de（デ）][n（ン）][t（トゥ）],DAY95
enough,[イナフ],形,十分な,[e（イ）][nou（ナ）][gh（フ）]  ※ [n(ヌ)]  [ou(ア)],DAY95
enough,[イナフ],副,十分に※gは発音しない,[e（イ）][nou（ナ）][gh（フ）]  ※ [n(ヌ)]  [ou(ア)],DAY95
any,[エニー],形,（疑問文で）何かの/（否定文で）全く/（肯定文で）どんな,[a（エ）][ny（ニー）]  ※ [n(ヌ)]  [y(イー)],DAY96
Canadian,[カネイディアン],名,カナダ人,[Ca（カ）][na（ネイ）][di（ディ）][a（ア）][n（ン）],DAY96
Canadian,[カネイディアン],形,カナダの/カナダ人の,[Ca（カ）][na（ネイ）][di（ディ）][a（ア）][n（ン）],DAY96
front,[フロントゥ],名,,[f（フ）][ro（ロ）][n（ン）][t（トゥ）],DAY96
front,[フロントゥ],前,,[f（フ）][ro（ロ）][n（ン）][t（トゥ）],DAY96
mind,[マインドゥ],名,心/考え/精神,[mi（マイ）][n（ン）][d（ドゥ）]  ※ [m(ム)]  [i(アイ)],DAY96
mind,[マインドゥ],動,気にする,[mi（マイ）][n（ン）][d（ドゥ）]  ※ [m(ム)]  [i(アイ)],DAY96
door,[ドアー],名,ドア,[do（ド）][or（アー）],DAY96
situation,[スィチュエイション],名,状況,[si（スィ）][tu（チュ）][a（エイ）][tio（ショ）][n（ン）],DAY96
communication,[コミュニケイション],名,コミュニケーション,[co（コ）][mmu（ミュ）][ni（ニ）][ca（ケイ）][tio（ショ）][n（ン）],DAY96
someone,[サムワン],代,誰か※2つのeは発音しない,[so（サ）][me（ム）][one（ワン）],DAY96
village,[ヴィレッジ],名,村,[vi（ヴィ）][lla（レ）][ge（ジ）],DAY96
else,[エルス],副,他に※最後のeは発音しない,[e（エ）][l（ル）][se（ス）],DAY96
along,[アロング],前,～に沿って,[a（ア）][lo（ロ）][n（ン）][g（グ）],DAY97
information,[インフォメイション],名,情報,[in（イン）][for（フォー）][ma（メイ）][tio（ショ）][n（ン）],DAY97
business,[ビジネス],名,仕事/ビジネス,[bu（ビ）][si（ジ）][ne（ネ）][ss（ス）],DAY97
tradition,[トゥラディション],名,伝統,[t（トゥ）][ra（ラ）][di（ディ）][tio（ショ）][n（ン）],DAY97
difference,[ディファレンス],名,違い※最後のeは発音しない,[di（ディ）][ffer（ファ-）][e（エ）][n（ン）][ce（ス）],DAY97
suddenly,[サドゥンリー],副,突然※eは発音しない,[su（サ）][dd（ドゥ）][en（ン）][ly（リー）],DAY97
although,[オールゾウ],接,～だけれど※ghは発音しない,[al（オール）][th（ズ）][ough（オウ）],DAY97
hotel,[ホウテル],名,ホテル,[ho（ホウ）][te（テ）][l（ル）]  ※ [h(フ)]  [o(オウ)],DAY97
radio,[レイディオ],名,ラジオ,[ra（レイ）][di（ディ）][o（オ）]  ※ [r(ル)]  [a(エイ)],DAY97
wood,[ウッドゥ],名,木材/木,[woo（ウッ）][d（ドゥ）],DAY97
office,[オフィス],名,事務所/オフィス※最後のeは発音しない,[o（オ）][ffi（フィ）][ce（ス）],DAY98
program,[プログラム],名,番組/計画,[p（プ）][ro（ロ）][g（グ）][ra（ラ）][m（ム）],DAY98
money,[マニー],名,お金,[mo（マ）][ney（ニー）]  ※ [n(ヌ)]  [ey(イー)],DAY98
album,[アルバム],名,アルバム,[a（ア）][l（ル）][bu（バ）][m（ム）],DAY98
camera,[キャメラ],名,カメラ,[ca（キャ）][me（メ）][ra（ラ）],DAY98
video,[ヴィデオ],名,,[vi（ヴィ）][de（デ）][o（オ）],DAY98
video,[ヴィデオ],動,画/ビデオ,[vi（ヴィ）][de（デ）][o（オ）],DAY98
message,[メッセイジ],名,伝言/メッセージ,[me（メッセ）][ss（ス）][a（エイ）][ge（ジ）],DAY98
magazine,[マガジン],名,雑誌※最後のeは発音しない,[ma（マ）][ga（ガ）][zi（ジ）][ne（ン）],DAY98
university,[ユニヴァースィティ],名,大学,[u（ユ）][ni（ニ）][ver（ヴァー）][si（スィ）][ty（ティ）],DAY98
college,[カレッジ],名,大学,[co（カ）][lle（レ）][ge（ジ）],DAY98
moment,[モウメントゥ],名,瞬間,[mo（モウ）][me（メ）][n（ン）][t（トゥ）],DAY99
police,[ポリス],名,警察※最後のeは発音しない,[po（ポ）][li（リ）][ce（ス）],DAY99
diary,[ダイアリー],名,日記,[di（ダイ）][a（ア）][ry（リー）]  ※ [d(ドゥ)]  [i(アイ)],DAY99
captain,[キャプテン],名,キャプテン,[ca（キャ）][p（プ）][tain（テン）],DAY99
yesterday,[イエスタデイ],副,昨日（は）,[y（イ）][e（エ）][s（ス）][ter（ター）][day（デイ）],DAY99
yesterday,[イエスタデイ],名,昨日,[y（イ）][e（エ）][s（ス）][ter（ター）][day（デイ）],DAY99
probably,[プロバブリー],副,たぶん/おそらく,[p（プ）][ro（ロ）][ba（バ）][b（ブ）][ly（リー）],DAY99
result,[リザルトゥ],名,結果,[re（リザ）][su（ザ）][l（ル）][t（トゥ）],DAY99
actually,[アクチュアリー],副,実は/実際は,[a（ア）][c（ク）][tu（チュ）][a（ア）][lly（リー）],DAY99
until,[アンティル],前,～まで,[u（ア）][n（ン）][ti（ティ）][l（ル）],DAY99
until,[アンティル],接,～するまで,[u（ア）][n（ン）][ti（ティ）][l（ル）],DAY99
though,[ゾウ],接,～だけれど※ghは発音しない,[th（ズ）][ough（オウ）] ,DAY99
anyone,[エニワン],代,（疑問文で）誰か/(否定文で）誰も/（肯定文で）誰でも,[a（エ）][ny（ニー）][one（ワン）]  ※ [n(ヌ)]  [y(イー)],DAY100
factory,[ファクタリー],名,工場,[fa（ファ）][c（ク）][to（タ）][ry（リー）],DAY100
sugar,[シュガー],名,砂糖,[su（シュ）][gar（ガー）]  ※ [g(グ)]  [ar(アー)],DAY100
stomach,[ストマック],名,胃/腹,[s（ス）][to（ト）][ma（マ）][ch（ク）],DAY100
building,[ビルディング],名,建物/ビル,[bui（ビ）][l（ル）][d（ドゥ）][i（イ）][n（ン）][g（グ）],DAY100
against,[アゲンストゥ],前,～に反対して/～に寄りかかって,[a（ア）][gain（ゲン）][s（ス）][t（トゥ）],DAY100
"was, were",[ワズ] [ワー],動,～だった/～がいた/～があった,[wa（ワ）][s（ズ）]  [were（ワー）],DAY100
behind,[ビハインドゥ],前,～の後ろに,[be（ビ）][hi（ハイ）][n（ン）][d（ドゥ）]  ※ [h(フ)]  [i(アイ)],DAY100
