テキスト,ページ,問題,答え
学習漢字ノート中１,p43,ジュレイの長い木,樹齢
学習漢字ノート中１,p43,入りエを眺める,江
学習漢字ノート中１,p43,海のサチを頂く,幸
学習漢字ノート中１,p43,サイキンを除去する,細菌
学習漢字ノート中１,p43,ニジが架かる,虹
学習漢字ノート中１,p45,ナットウを食べる,納豆
学習漢字ノート中１,p45,みそはハッコウ食品だ,発酵
学習漢字ノート中１,p45,ガケの上に立つ,崖
学習漢字ノート中１,p45,手品をヒロウする,披露
学習漢字ノート中１,p45,おヒガンの墓参り,彼岸
学習漢字ノート中１,p45,マサツが生じる,摩擦
学習漢字ノート中１,p45,マホウをかける,魔法
学習漢字ノート中１,p45,シジツに基づく話,史実
学習漢字ノート中１,p45,ヨウシをつかむ,要旨
学習漢字ノート中１,p45,コウテイ的な意見,肯定
学習漢字ノート中１,p45,コウサが飛来する,黄砂
学習漢字ノート中１,p45,ドラマのソウニュウ歌,挿入
学習漢字ノート中１,p45,道をセイソウする,清掃
学習漢字ノート中１,p45,バイシン員の選任,陪審
学習漢字ノート中１,p45,情報伝達のバイタイ,媒体
学習漢字ノート中１,p45,チュウシャ場を探す,駐車
学習漢字ノート中１,p45,売買をチュウカイする,仲介
学習漢字ノート中１,p45,演奏をキク,聴く
学習漢字ノート中１,p45,羊のムレを追う,群れ
学習漢字ノート中１,p45,シッポを振る,尻尾
学習漢字ノート中１,p45,しずくがタレル,垂れる
学習漢字ノート中１,p45,ケムリが立つ,煙
学習漢字ノート中１,p45,フンエンを上げる山,噴煙
学習漢字ノート中１,p45,港の見えるオカ,丘
学習漢字ノート中１,p45,フシギな感覚,不思議
学習漢字ノート中１,p47,美しいかぐやヒメ,姫
学習漢字ノート中１,p47,帝にキュウコンされる,求婚
学習漢字ノート中１,p47,手紙のボウトウ,冒頭
学習漢字ノート中１,p47,ツツの中をのぞく,筒
学習漢字ノート中１,p47,セタケが伸びる,背丈
学習漢字ノート中１,p47,卒業証書をサズカル,授かる
学習漢字ノート中１,p47,満月がカガヤク,輝く
学習漢字ノート中１,p47,ムスメが生まれる,娘
学習漢字ノート中１,p47,ヒョウバンの高い作品,評判
学習漢字ノート中１,p47,五人のキコウシ,貴公子
学習漢字ノート中１,p47,夢をアキラメルな,諦める
学習漢字ノート中１,p47,生活のチエ,知恵
学習漢字ノート中１,p47,新記録にイドム,挑む
学習漢字ノート中１,p47,宿にコモル,籠もる
学習漢字ノート中１,p47,名所をオトズレル,訪れる
学習漢字ノート中１,p47,クナンの連続,苦難
学習漢字ノート中１,p47,大コウカイ時代,航海
学習漢字ノート中１,p47,オソロシイ目にあう,恐ろしい
学習漢字ノート中１,p47,フクソウを整える,服装
学習漢字ノート中１,p47,道をタズネル,尋ねる
学習漢字ノート中１,p47,ケワシイ道のり,険しい
学習漢字ノート中１,p47,山のシャメンを下る,斜面
学習漢字ノート中１,p47,スソが長いシャツ,裾
学習漢字ノート中１,p47,橋がカカル,架かる
学習漢字ノート中１,p47,技術面でオトル,劣る
学習漢字ノート中１,p49,ウッタエを起こす,訴え
学習漢字ノート中１,p49,サクリャクをめぐらす,策略
学習漢字ノート中１,p49,王がおメシになる,召し
学習漢字ノート中１,p49,月にショウテンする,昇天
学習漢字ノート中１,p49,ほうびをツカワス,遣わす
学習漢字ノート中１,p49,窓をトザス,閉ざす
学習漢字ノート中１,p49,失敗をオカス,犯す
学習漢字ノート中１,p49,昼食をジサンする,持参
学習漢字ノート中１,p49,手紙をソエル,添える
学習漢字ノート中１,p49,ハゴロモをまとう,羽衣
学習漢字ノート中１,p49,顔をフセル,伏せる
学習漢字ノート中１,p49,記念品をオクル,贈る
学習漢字ノート中１,p49,帝の御フミ,文
学習漢字ノート中１,p49,意欲をモヤス,燃やす
学習漢字ノート中１,p49,用件をウケタマワル,承る
学習漢字ノート中１,p49,古来のヤマト言葉,大和
学習漢字ノート中１,p49,日本のコテン文学,古典
学習漢字ノート中１,p49,座右のメイとする,銘
学習漢字ノート中１,p49,定員をコエル,超える
学習漢字ノート中１,p49,ユライを調べる,由来
学習漢字ノート中１,p49,コジ成語を学ぶ,故事
学習漢字ノート中１,p49,事件のハイケイ,背景
学習漢字ノート中１,p49,ムジュンした行動,矛盾
学習漢字ノート中１,p49,後の話はダソクだ,蛇足
学習漢字ノート中１,p49,彼は口がカタイ,堅い
学習漢字ノート中１,p51,根気のイル作業,要る
学習漢字ノート中１,p51,原因をブンセキする,分析
学習漢字ノート中１,p51,イッパン的な考え,一般
学習漢字ノート中１,p51,イクツカのルール,幾つ
学習漢字ノート中１,p51,公共シセツの管理,施設
学習漢字ノート中１,p51,アシコシをきたえる,足腰
学習漢字ノート中１,p51,フキュウ率が高い,普及
学習漢字ノート中１,p51,クリ返し歌う,繰り
学習漢字ノート中１,p51,健康をイジする,維持
学習漢字ノート中１,p51,注意をウナガス,促す
学習漢字ノート中１,p51,連覇をトゲル,遂げる
学習漢字ノート中１,p51,法のモトの平等,下
学習漢字ノート中１,p51,力をハッキする,発揮
学習漢字ノート中１,p51,リードをウバウ,奪う
学習漢字ノート中１,p51,独立をシエンする,支援
学習漢字ノート中１,p51,イヤな気分になる,嫌
学習漢字ノート中１,p51,特徴をトラエル,捉える
学習漢字ノート中１,p51,カダンの手入れ,花壇
学習漢字ノート中１,p51,二の足をフム,踏む
学習漢字ノート中１,p51,カクリされた空間,隔離
学習漢字ノート中１,p51,カンキョウを守る,環境
学習漢字ノート中１,p51,グウゼン目撃する,偶然
学習漢字ノート中１,p51,セイセキが上がる,成績
学習漢字ノート中１,p51,ゲンエキを引退する,現役
学習漢字ノート中１,p51,仕事がイソガシイ,忙しい
学習漢字ノート中１,p53,考え方がザンシンだ,斬新
学習漢字ノート中１,p53,画期的なハッソウ,発想
学習漢字ノート中１,p53,コンナンに直面する,困難
学習漢字ノート中１,p53,山をコエル,越える
学習漢字ノート中１,p53,キボウに燃える,希望
学習漢字ノート中１,p53,任務にツク,就く
学習漢字ノート中１,p53,合格をキガンする,祈願
学習漢字ノート中１,p53,ショクヨクがわく,食欲
学習漢字ノート中１,p53,探求心がオウセイだ,旺盛
学習漢字ノート中１,p53,センパイを見習う,先輩
学習漢字ノート中１,p53,体のシンが冷える,芯
学習漢字ノート中１,p53,カンペキに暗記する,完璧
学習漢字ノート中１,p53,大げさなエンギ,演技
学習漢字ノート中１,p53,キンチョウをほぐす,緊張
学習漢字ノート中１,p53,コドウが高鳴る,鼓動
学習漢字ノート中１,p53,コシを下ろす,腰
学習漢字ノート中１,p53,生活費をカセグ,稼ぐ
学習漢字ノート中１,p53,のどがカワク,渇く
学習漢字ノート中１,p53,将来をミスエル,見据える
学習漢字ノート中１,p53,お湯がワク,沸く
学習漢字ノート中１,p53,体力がオトロエル,衰える
学習漢字ノート中１,p53,病気でスイジャクする,衰弱
学習漢字ノート中１,p53,神社にモウデル,詣でる
学習漢字ノート中１,p53,レモンをシボル,搾る
学習漢字ノート中１,p53,布にピンをサス,刺す
学習漢字ノート中１,p55,コウキシンが強い,好奇心
学習漢字ノート中１,p55,変化にテキオウする,適応
学習漢字ノート中１,p55,ジュミョウが尽きる,寿命
学習漢字ノート中１,p55,原因をスイテイする,推定
学習漢字ノート中１,p55,セキツイ動物の進化,脊椎
学習漢字ノート中１,p55,犬がオを振る,尾
学習漢字ノート中１,p55,二つをヒカクする,比較
学習漢字ノート中１,p55,オウフクはがきを買う,往復
学習漢字ノート中１,p55,タイショウ実験をする,対照
学習漢字ノート中１,p55,キョクタンな意見だ,極端
学習漢字ノート中１,p55,キンニクをつける,筋肉
学習漢字ノート中１,p55,イジョウな暑さ,異常
学習漢字ノート中１,p55,バクマツの志士,幕末
学習漢字ノート中１,p55,太陽系のワクセイ,惑星
学習漢字ノート中１,p55,ツイラクを防ぐ装置,墜落
学習漢字ノート中１,p55,行政キコウの改革,機構
学習漢字ノート中１,p55,臨戦タイセイをとる,態勢
学習漢字ノート中１,p55,カタズをのむ,固唾
学習漢字ノート中１,p55,疑問がウズ巻く,渦
学習漢字ノート中１,p55,人とセッショクする,接触
学習漢字ノート中１,p55,決定的なシュンカン,瞬間
学習漢字ノート中１,p55,実験がセイコウする,成功
学習漢字ノート中１,p55,キッポウが届く,吉報
学習漢字ノート中１,p55,コンナンに直面する,困難
学習漢字ノート中１,p55,アクセンクトウ,悪戦苦闘
学習漢字ノート中１,p57,ショサイに籠もる,書斎
学習漢字ノート中１,p57,黒くフチ取られる,縁
学習漢字ノート中１,p57,ヨウネン時代の写真,幼年
学習漢字ノート中１,p57,切手をシュウシュウする,収集
学習漢字ノート中１,p57,マッチをスル,擦る
学習漢字ノート中１,p57,トウメイなガラス,透明
学習漢字ノート中１,p57,窓をトザス,閉ざす
学習漢字ノート中１,p57,メズラシイ鳥を飼う,珍しい
学習漢字ノート中１,p57,葉のウラガワを見る,裏側
学習漢字ノート中１,p57,フタを開ける,蓋
学習漢字ノート中１,p57,ケッコウな量だ,結構
学習漢字ノート中１,p57,フユカイに思う,不愉快
学習漢字ノート中１,p57,ビショウを浮かべる,微笑
学習漢字ノート中１,p57,包帯をマク,巻く
学習漢字ノート中１,p57,ハズカシイ気持ち,恥ずかしい
学習漢字ノート中１,p57,カンダカイ声で呼ぶ,甲高い
学習漢字ノート中１,p57,おユウギの時間,遊戯
学習漢字ノート中１,p57,新入社員をトル,採る
学習漢字ノート中１,p57,空港の管制トウ,塔
学習漢字ノート中１,p57,キュウカを取る,休暇
学習漢字ノート中１,p57,よいニオイがする,匂い
学習漢字ノート中１,p57,カワイタ大地,乾いた
学習漢字ノート中１,p57,コウヤをさまよう,荒野
学習漢字ノート中１,p57,宇宙のシンピ,神秘
学習漢字ノート中１,p57,魚がアミにかかる,網
学習漢字ノート中１,p59,ハンテンのある犬,斑点
学習漢字ノート中１,p59,アリのショッカク,触覚
学習漢字ノート中１,p59,キンチョウをほぐす,緊張
学習漢字ノート中１,p59,痛みがハゲシイ,激しい
学習漢字ノート中１,p59,ヨクボウを抑える,欲望
学習漢字ノート中１,p59,ビンの蓋を開ける,瓶
学習漢字ノート中１,p59,消火センを使う,栓
学習漢字ノート中１,p59,牛をシイクする,飼育
学習漢字ノート中１,p59,ジマン話をする,自慢
学習漢字ノート中１,p59,ヒョウバンのよい作品,評判
学習漢字ノート中１,p59,エモノをねらう,獲物
学習漢字ノート中１,p59,ムスコと遊ぶ,息子
学習漢字ノート中１,p59,ヒンジャクな内容だ,貧弱
学習漢字ノート中１,p59,リンゴがイタム,傷む
学習漢字ノート中１,p59,仕事を引きツグ,継ぐ
学習漢字ノート中１,p59,モハンを示す,模範
学習漢字ノート中１,p59,人の成功をネタム,妬む
学習漢字ノート中１,p59,不正をニクム,憎む
学習漢字ノート中１,p59,ケッカンのある製品,欠陥
